,newstitle
1141,Perbaikan Jembatan Cisomang Diharapkan Selesai Akhir Maret
1142,BPLS Tetap Bekerja Hingga Kewenangan Diambil Alih Pemerintah
1143,KPK Soroti Rangkap Jabatan Pejabat Eselon I di BUMN
1144,Pemerintah Angkat Potensi Wisata di Jalan Trans Papua
1145,"Reklame Roboh di Bekasi, Dinas PUPR Lakukan Evaluasi"
1146,"Wijaya Karya Kecipratan Duit Raja Salman Rp26,6 Triliun"
1147,KPK Sebut Ada Lima Hakim MK Belum Lapor Harta Kekayaan
1148,KPK Tahan Tersangka Pemberi Suap Proyek Kementerian PUPR
1149,Subsidi Pemerintah Menanti Nasabah KPR BPJS Ketenagakerjaan
1150,"Kementerian PUPR: Seharusnya, Ada Spesialisasi Kontraktor"
1151,Kementerian PUPR Bidik Sertifikasi 3 Juta Tenaker Konstruksi
1152,Kementerian PUPR Alokasikan Anggaran Untuk Drainase
1153,Gapensi Dorong Sinergi Kontraktor BUMN dan Daerah
1154,Kiat Tatalogam Mengalap Berkah dari Program Sejuta Rumah
1155,BTN Salurkan 300 KPR Mikro Bagi Pedagang Mie dan Baso Jateng
1156,"Terowongan MRT Tersambung, Namun Baru Bisa Digunakan 2019"
1157,"Kasus Suap Proyek Jalan di Maluku, KPK Tahan Politikus PKB"
1158,Menteri Basuki Berharap Dana Talangan untuk BPJT Segera Cair
1159,Tol Cisumdawu dan Serang-Panimbang Masuk Proyek Strategis
1160,Pembiayaan Jalan Tol Lewat PII Berbonus Perlindungan Politik
1161,"Pemerintah Jamin Proyek Jalan Tol Senilai Rp50,8 T Lewat KPBU"
1162,Sektor Konstruksi Dorong Ekonomi Melaju Lebih Kencang di 2016
1163,"Banyak Cacat, LRT Disebut jadi Pemaksaan Kehendak Jokowi"
1164,Menko Darmin Tuntaskan Perpres Proyek Prioritas Bulan Ini
1165,Pemerintah Tambah 78 Proyek Strategis Nasional
1166,DPR dan Pemerintah Didesak Terbuka Soal RUU Sumber Daya Air
1167,"2016, Pemerintah Klaim Benahi 2.162 Hektare Kawasan Kumuh"
1168,Pedagang Bakso Dapat Prioritas Beli Rumah Rp75 juta dari BTN
1169,Bank Dunia Punya US$197 juta untuk Bangun Rumah Murah Jokowi
1170,Pantai Legian-Seminyak Bakal Diuruk Pasir Senilai US$74 Juta
1171,Bisnis Properti Bekasi dan Tangerang Menggeliat Berkat Jokowi
1172,"Ditjen Bina Marga Teken Kontrak Jalan dan Jembatan Rp1,29 T"
1173,Tahun Ini 31 Jalan Tol di Sumatera dan Jawa Beroperasi
1174,Pemerintah Pede Tembus Target 1 Juta Rumah Tahun Ini
1175,Bank Pelaksana Bakal Gemukkan Pendanaan FLPP
1176,Pekerja Informal Bisa Kredit Rumah dengan DP Rendah di 2017
1177,Target Pembangunan 1 Juta Rumah Kandas Lagi Tahun Ini
1178,Perusahaan Pelat Merah Dikejar Target Satu Juta Rumah
1179,Presiden Hadiri Topping Off Rusun Atlet Kemayoran
1180,Jembatan Cisomang Aman Bagi Kendaraan Golongan I
1181,Menpar Tinjau Kebun Teh Penyangga KSPN Borobudur
1182,"Pilar Jembatan Tol Purbaleunyi Bergeser, Truk Dilarang Lewat"
1183,Jokowi Targetkan Area Terdampak Gempa Aceh Bersih Sepekan
1184,Gempa Bumi Membuka Luka Tsunami Aceh
1185,BMKG: Gempa di Kepulauan Solomon Tidak Berdampak ke Indonesia
1186,Menteri PUPR Tanggapi Dampak Kerusakan Gempa
1187,Presiden Jokowi Tegaskan KL untuk Dukung Pariwisata
1188,KPK Tetapkan Tersangka Baru Suap Proyek Kementerian PUPR
1189,Jababeka PP Properti Kucurkan Rp875 Miliar Bangun Apartemen
1190,"REI Usulkan Rumah 'Murah' untuk Orang Bergaji Rp4,5-Rp7 Juta"
1191,Jokowi Janji PP Paket Ekonomi Jilid XIII Terbit Bulan Depan
1192,Jokowi Minta Pengusaha Properti Tak 'Pusing' Urusi Politik
1193,"Putar Roda Ekonomi Sektor Riil, OJK Dorong Investasi EBA-SP"
1194,Menpar Arief Yahya Keluarkan CEO Message #15
1195,Tiga Menteri Ikut Tour de Borobudur
1196,DPRD Setujui Lelang Dini Proyek Ahok
1197,"Terima Suap, Politikus Golkar Divonis Lima Tahun Penjara"
1198,BPJT Perkirakan Proyek Tol Bawen - Yogya Butuh Duit Rp10 T
1199,Soni Minta Kementerian PUPR Audit  Proyek Rusun Ahok
1200,Politikus Golkar Ungkap Jatah Rp19 Miliar bagi Damayanti
1201,Kementerian Pekerjaan Umum Mulai Duluan Tender Proyek 2017
1202,Korpri Rancang Program untuk Sejahterakan Para Peneliti
1203,Pemerintah Kejar Swasembada Pangan Lewat Perbaikan Irigasi
1204,World Bank Dukung Perbaikan 3 Destinasi Prioritas
1205,Derap Infrastruktur Jokowi Dijegal Masalah Dana dan Lahan
1206,Kerikil Tajam dalam Tembok Sejuta Rumah Jokowi
1207,Kenaikan Tarif Tol Sedaytmo
1208,"Sampai Oktober, 41,5 Persen Program Sejuta Rumah Terpenuhi"
1209,Pembahasan BP Tapera Ditargetkan Rampung pada Maret 2017
1210,Menpar Arief Yahya Berniat Kembangkan Hu Toba layaknya Xi Hu
1211,"Takar Bunga KPR Wajar, Pemerintah Gandeng IBPA"
1212,Tarif Tol Bandara Soetta Naik Mulai Tengah Malam Nanti
1213,Pemerintah Janji Bangun 5 ribu Rumah untuk TNI/Polri
1214,Penggarapan Akses dan Amenitas di Morotai Semakin Dipercepat
1215,Arief Yahya Percepat 3A di Destinasi Wisata Tanjung Lesung
1216,Pergi ke Bandara Soetta Lewat Tol Bakal Lebih Mahal 'Seceng'
1217,"Terbukti Korupsi Infrastruktur, Damayanti Divonis 4,5 Tahun"
1218,Khofifah Jamin Kebutuhan Logistik Korban Banjir dan Longsor
1219,"Telusuri Suap Jalan di Maluku, KPK Periksa Ketua Komisi V DPR"
1220,Jokowi: Birokrat Tersandera Pertanggungjawaban Keuangan
1221,KPK Periksa Politikus PKS Soal Suap Proyek PUPR
1222,"Gunakan Teknologi Baja Bergelombang, Pemerintah Irit Rp35 M"
1223,Wapres Jusuf Kalla Tak Mau BUMN Disuap Duit Negara Lagi
1224,"Divonis 4 Tahun Penjara, Dua Staf Damayanti Pikir-Pikir"
1225,"Ditahan KPK, Andi Taufan Ucap Terima Kasih ke Bendum PAN"
1226,KPK Periksa Politikus PAN pada Kasus Dugaan Suap PUPR
1227,"Gandeng Investor, Kementerian PUPR Gelar Forum Infrastruktur"
1228,"2017, Pemerintah Punya Modal Rp9 Triliun Bangun Rumah Murah"
1229,Sri Mulyani Yakin RAPBN 2017 Ampuh Pangkas Kemiskinan
1230,Pemerintah Bakal Tegur Pengembang yang Bangun Rumah Murahan
1231,"Sri Mulyani: Target Pertumbuhan Ekonomi 5,2% Susah Dicapai"
1232,KPK Periksa Terduga Penyuap Politikus Damayanti Putranti
1233,"Anggaran Disunat, Industri Farmasi Terhambat"
1234,"Kebut Konstruksi, Kementerian PUPR Siapkan Skema Lelang Baru"
1235,Damayanti Dituntut Enam Tahun Penjara dan Hak Politik Dicabut
1236,"Demi Rp64 T, Jokowi Paksa Instansi Negara Irit 14 Pos Belanja"
1237,"Hadapi Tuntutan, Damayanti Berkeras Bukan Penggerak Suap"
1238,Pemerintah Kembali Bentuk Dewan Nasional Sumber Daya Air
1239,JK: Pembangunan 'Aman' Meski Anggaran Disunat
1240,Paket Ekonomi ke-13 Tak Pangkas Harga Rumah Secara Instan
1241,Proyek Tol Jakarta-Cikampek II Rp14 Triliun Masuk Tender
1242,Kementerian PUPR Belum Terima Rincian Pemangkasan Anggaran
1243,"Fiskal 2016 Semakin Diperketat, Pemotongan Belanja Diperbesar"
1244,"Paket XIII Terbit, Biaya Izin Bangun Rumah Hemat 70 Persen"
1245,Pilihan Kebijakan Membantu Pengembang
1246,Dua Staf Damayanti Dituntut Lima Tahun Penjara
1247,Anak Buah Damayanti Hadapi Sidang Pembacaan Tuntutan Hari Ini
1248,Pemerintah Subsidi 25 Persen Harga Rumah Murah Tahun Depan
1249,Target Kementerian PUPR Tahun 2017
1250,Menko Darmin: Pemerintah Bersiap Sunat Belanja Kementerian
1251,Kemenkeu Pangkas Anggaran Tender Proyek yang Belum Jalan
1252,Anak Buah Damayanti Tangisi Penyesalan di Persidangan
1253,Realisasi Program 1 Juta Rumah Baru Capai 230.802 Unit
1254,KPK Jamin Keamanan Informan Perusahaan
1255,Kementerian PUPR Longgarkan Syarat Pembiayaan Proyek Tol
1256,KPK Periksa Dua Anggota Komisi V DPR Terkait Kasus Damayanti
1257,Pejabat PUPR Mengaku Minta Jatah Aspirasi pada Damayanti
1258,KPK Periksa Anggota DPR Fraksi PKB Terkait Suap Damayanti
1259,Anggota DPR Dituding Berbohong di Persidangan Damayanti
1260,Kementerian PUPR Bangun 11 Rusun di Sulawesi Selatan
1261,"Izin Kereta Cepat Terbit, Pembebasan Lahan Dikebut"
1262,"2018, Waskita Karya Incar Aset Tumbuh Jadi Rp80 Triliun"
1263,IHSG Awali Pekan dengan Menguat ke Level 5.220
1264,"Mulai 2017, Adhi Karya Terbitkan Obligasi Bertahap Rp4 T"
1265,Adhi Karya Serahkan Dokumen Tender Tol Cisumdawu ke PUPR
1266,Kementerian PUPR Siapkan Jurus Baru Pencegah Tragedi Brexit
1267,Menteri Basuki Janji Rampungkan Tiga Bendungan Lebih Cepat
1268,Jokowi Panggil dan Tanyakan Kinerja Sejumlah Menteri
1269,Pemerintah-Swasta Danai Proyek Air Minum Mangkrak 43 Tahun
1270,Perkara Suap Politikus Golkar Budi Supriyanto Siap Disidang
1271,"Soal Korupsi Damayanti, Jaksa Cecar 'Rapat Setengah Kamar'"
1272,Evaluasi Pelaksanaan Mudik Lebaran 2016
1273,Kementerian PUPR Rampungkan Evaluasi Awal Tragedi Brexit
1274,"Paruh Pertama 2016, BTN Cairkan KPR untuk 120 ribu Unit Rumah"
1275,Ribuan Kendaraan Mulai Mengantre Masuk Jakarta
1276,Macet Arus Balik Jakarta Diprediksi Menumpuk di Tiga Titik
1277,Jokowi dan Kedua Anaknya Kunjungi Pusat Niaga di Padang
1278,Kemenag Gelar Sidang Isbat Lebaran Hari Ini
1279,"Sambut Pemudik, 18.317 KM Jalan Siap Dilalui"
1280,Sistem Pembayaran Tol dari Jakarta ke Brebes Diperpendek
1281,Pemudik Bergembol Kardus Mulai Padati Jalur Pantura
1282,35 Ribu Pemudik Padati Terminal Purabaya Surabaya
1283,Kementerian PUPR Pastikan Kesiapan 18.317 Km Jalur Mudik
1284,"Kementerian PUPR Serap Rp27,4 Triliun Anggaran Sampai 29 Juni"
1285,Jembatan Sipait Siap Dilalui Pemudik Jalur Pantura
1286,"Di Persidangan, Politikus Golkar Akui Terima Uang Damayanti"
1287,Pemerintah Siapkan Unit Penambal Lubang Jalan Mudik
1288,Tol Trans Jawa Kurangi 40 Persen Kepadatan Lalu Lintas
1289,Jalur Pantura dan Lampung Siap Digunakan Mudik Tahun Ini
1290,Badan Otorita Wisata Danau Toba Resmi Dibentuk Jokowi
1291,BMKG Prediksi Arus Mudik Diiringi Dengan Cuaca Buruk
1292,Bengawan Solo Meluap Akibat Drainase Terhambat Sampah
1293,KPK Periksa Massal Anggota Komisi V DPR
1294,Uji Coba Integrasi Pembayaran Tol Dimulai Hari Ini
1295,"Sampai Juni, 120 ribu Rumah Dibangun Pemerintahan Jokowi"
1296,"Urai Kemacetan Bandung, Pemerintah Siapkan Jembatan Rp33,5 M"
1297,Dessy Terdakwa Suap Pelebaran Jalan Keberatan dengan Dakwaan
1298,Penyuap Damayanti Divonis Empat Tahun Penjara
1299,Damayanti Mengaku Terima Suap Proyek Kementerian PUPR
1300,Enam Tol Baru Siap Digunakan Pemudik Tahun Ini
1301,Rusun Para Jaksa di Kedoya Belum Siap Pakai
1302,Akbar: Dukungan Setya Novanto atas Jokowi & Ahok Belum Final
1303,Politisi NasDem Diperiksa KPK Atas Dugaan Suap Kemen PUPR
1304,"Usai Diperiksa KPK, Anak Buah Setya Novanto Panik"
1305,Ahmad Dhani Ultimatum KPK Segera Tersangkakan Ahok
1306,KPK Periksa Anak Buah Setya Novanto di Kasus Kemen PUPR
1307,Tol Solo - Kertosono Bisa jadi Jalur Alternatif Mudik
1308,Pemerintah Hapus 4 Gerbang Tol dari Cikarang Sampai Brebes
1309,Menkeu: Belanja Infrastruktur Bebas dari Pemangkasan Anggaran
1310,"Anggaran Dipangkas, Kementerian PUPR Tunda Lelang Proyek"
1311,"Berhemat, Jokowi Sunat Anggaran Infrastruktur dan Pendidikan"
1312,KOI Yakin Infrastruktur Asian Games Dibangun Tepat Waktu
1313,Warisan Asian Games: 75 Persen GBK untuk Ruang Publik
1314,"Sempat Mangkir, Andi Taufan Tiro Penuhi Panggilan KPK"
1315,KPK Limpahkan Berkas Tahap Dua Kasus Damayanti
1316,KPK Panggil Mantan Gubernur Aceh Irwandi Yusuf
1317,JK Siapkan Jurus Pendongkrak Peringkat Kemudahan Berbisnis
1318,"Awal Mei, Pemerintah Baru Penuhi 23 Persen Penerimaan Negara"
1319,Penetapan Venue dan Cabor Asian Games Diharap Tuntas di Bali
1320,KPK Periksa Andi Taufan Dalam Kasus Korupsi di Kemen-PUPR
1321,Rusun untuk Warga di Lokasi Pelebaran Ciliwung Selesai 2018
1322,Pemerintah Akan Bangun Belasan Ribu Rusun di Seluruh Daerah
1323,Kalla Yakin Proyek 10 Juta Sambungan Air Selesai Tepat Waktu
1324,"Kasus Damayanti, KPK Panggil Anggota DPRD Bekasi Asal PKS"
1325,Elion Numberi Klaim Tak Tahu Pemberian Duit Pejabat Maluku
1326,"Demi Perbaikan Ranking, Pemerintah Rilis Paket Kebijakan XII"
1327,"Andi Taufan Tersangka, DPR Minta KPK Usut Pemerintah"
1328,"Jadi Tersangka Korupsi, Harta Andi Taufan Rp22 Miliar"
1329,Besok Fraksi PAN Gelar Rapat Bahas Kasus Andi Taufan Tiro
1330,Politikus PAN Andi Taufan Jadi Tersangka Kasus Suap Damayanti
1331,Jasamarga dan Waskita Resmi Garap Proyek Tol Semarang-Batang
1332,Damayanti Akui Berkas Perkara Suap Dirinya Hampir Lengkap
1333,Jokowi Tugaskan 6 Menteri dan Pemda Permudah Izin Perumahan
1334,"United Tractors Berutang US$3,2 Miliar demi Pembangkit Jepara"
1335,KPK Geledah BPJN IX Maluku dan Malut Kasus Proyek Kemen-PUPR
1336,"Kasus Suap Damayanti, Menteri PU Diperiksa Terkait Wewenang"
1337,Menteri PUPR Dijadwalkan Diperiksa untuk Damayanti Hari Ini
1338,Belum Ada Keputusan Final Venue Atletik AG 2018
1339,KPK Minta Aseng Laporkan soal Telah Suap Anggota DPRD Bekasi
1340,Jasa Marga Siap Berutang Rp3 Triliun untuk Bebaskan Lahan
1341,KPK Periksa Michael Wattimena Terkait Suap KemenPU-PR
1342,Komisi V Bantah Ada Sistem Pembagian Fee di Kasus Damayanti
1343,"Permudah Pembangunan Rumah Murah, Pemerintah Coret 12 Izin"
1344,"Garap Asian Games, Kementerian Pekerjaan Umum Minta Rp2,5 T"
1345,Dirut PT Windhu Didakwa Suap Empat Anggota DPR RI
1346,"Meski Bergeser 9 cm, Jembatan Merah Putih Ambon Diresmikan"
1347,Audit Lapangan: Pergerakan Tanah di Hambalang Lamban
1348,Perusahaan Pemilik Konsesi Tol JORR 'S' Tolak Putusan MA
1349,KPK Kembali Periksa Tersangka Suap di Kementerian PUPR
1350,Politikus PPP Bungkam Soal Dugaan Suap Proyek KemenPUPR
1351,KPK Kembali Periksa Damayanti dan Tiga Anggota Komisi V DPR
1352,Asian Games 2018: Momentum Membangun Indonesia
1353,Pemerintah Siapkan Empat Strategi Penyediaan Rumah Murah
1354,Tiga Legislator Diperiksa KPK Soal Anggaran Kementerian PUPR
1355,Kemenpora Libatkan Tim Independen untuk Proyek Hambalang
1356,KPK Periksa Tiga Anggota DPR Perkara Suap Kementerian PUPR
1357,Indonesia Jadi Tuan Rumah Asia Water Council Pertama
1358,Pengamat: Olahraga Indonesia Butuh Kompleks Hambalang
1359,"Kasus Suap Damayanti, KPK Kembali Geledah Kantor Kementerian"
1360,KPK Panggil Tujuh Pejabat PU Terkait Kasus Damayanti
1361,Damayanti Kembalikan Uang Sin$240 Ribu ke KPK
1362,Damayanti Kembali Diperiksa KPK Soal Proyek Kementerian PUPR
1363,Jokowi dan Rombongan Tiba di Bandara Halim Perdanakusuma
1364,Golkar Beri Sanksi Budi Supriyanto Saat Jadi Terpidana
1365,Pemerintah Siapkan Aturan Lanjutan Kemudahan Investasi
1366,Kader Golkar Ditahan KPK Soal Suap Proyek Kementerian PUPR
1367,Sekjen Kemenpera Ungkap Prosedur Usul Proyek Kasus Damayanti
1368,"Usai Dijemput Paksa KPK, Kader Golkar Diperiksa"
1369,KPK Jemput Paksa Kader Golkar di Semarang
1370,KPK Bidik Kesaksian Sekjen Kemenpera untuk Kader Golkar
1371,KPK Perpanjang Masa Tahanan Damayanti
1372,KPK Bakal Jemput Paksa Kader Golkar Jika Mangkir Lagi
1373,Tersangka Penyuap Damayanti Segera Diseret ke Meja Hijau
1374,KPK Bidik Kesaksian Pejabat Balai Jalan IX untuk Kader Golkar
1375,KPK Telusur Surat Dokter Fiktif Kader Golkar
1376,"Kasus Damayanti, KPK Periksa Perdana Tersangka Kader Golkar"
1377,Pemerintah Siap Tampung Karet Produksi Dalam Negeri
1378,KPK Periksa Dua Pejabat Kemenpera Terkait Suap Kader Golkar
1379,KPK Periksa Dua Sopir Pribadi Tersangka Damayanti
1380,Mekanisme Pembahasan Anggaran di DPR Akan Dievaluasi
1381,Jokowi Targetkan Pembangunan Tiga Tol di Sumut Kelar 2017
1382,Golkar Belum Tentukan Sanksi untuk Tersangka Budi Supriyanto
1383,Golkar Berikan Bantuan Hukum Bila Diminta Budi Supriyanto
1384,Politikus Golkar Budi Supriyanto Jadi Tersangka Suap
1385,Presiden Jokowi Resmikan Pengembangan Bandara Rembele Aceh
1386,Wakil Ketua Komisi V DPR Irit Bicara Setelah Diperiksa KPK
1387,Wakil Ketua Komisi V Lazarus Penuhi Panggilan KPK
1388,Pemerintah Urung Tetapkan Besaran Iuran Tapera
1389,Pemerintah Siap Hadapi Uji Materi UU Tapera
1390,Tersangka Penyuap Damayanti Dilarikan ke Rumah Sakit
1391,Tiga Politisi PKB Diperiksa KPK soal Damayanti
1392,Politikus PKB Diincar KPK soal Kasus Damayanti
1393,KPK Periksa Sekjen Kementerian PUPR
1394,Dua Politikus PKB Diincar KPK Soal Kasus Damayanti
1395,KPK Bakal Umumkan Tersangka Baru Kasus Damayanti
1396,KPK Panggil Ulang Politikus PKB untuk Damayanti
1397,Damayanti Disebut Danai Proyek Sosialisasi
1398,KPK Gali Keterangan Mantan Bupati Kendal untuk Damayanti
1399,Rencana Akuisisi Kawasan Industri Direspon Positif Asosiasi
1400,"Dicecar KPK, Wali Kota Semarang Akui Kenal Damayanti"
1401,KPK Bedah Kesaksian Wali Kota Semarang untuk Damayanti
1402,KPK Telusuri Aliran Uang Damayanti ke Politisi PAN
1403,KPK Bakal Gelar Perkara Kasus Damayanti
1404,Politikus Hanura Bersaksi untuk Kasus Suap Damayanti
1405,"Kasus Damayanti, KPK Bedah Perencanaan Proyek Jalan"
1406,Sekjen DPR Bersaksi untuk Damayanti
1407,"Usai Dibedah KPK, Dirjen Bina Marga Irit Bicara"
1408,Dirjen Bina Marga Diincar KPK Ihwal Suap Damayanti
1409,"Tunda Keputusan Blok Masela, Jokowi Tunggu Inpex dan Shell"
1410,Pengacara Akui Teman Damayanti Jadi Perantara Suap
1411,Pemerintah Bakal Buka 100% Pengelolaan Jalan Tol untuk Asing
1412,"Kasus Damayanti, KPK Garap Pejabat Anggaran di Kementerian PU"
1413,"Kasus Damayanti, KPK Intensif Bidik Pengusaha Kontraktor"
1414,"Kasus Damayanti, Pejabat PU Ungkap Proyek Senilai Rp2 Triliun"
1415,Suap Diduga Mengalir ke Tiga Kolega Damayanti dan Pejabat PU
1416,Bos Kontraktor Dicecar Ulang KPK Kasus Suap Damayanti
1417,Tersangka Penyuap Damayanti Bongkar Sistem Ijon Proyek Jalan
1418,Politikus Golkar Diperiksa KPK Soal Perkara Damayanti
1419,Pejabat PUPR Ungkap Usul Proyek Damayanti di Pulau Seram
1420,"Usut Damayanti, KPK Periksa Bos Kontraktor dan Pejabat PU"
1421,Legislator PDIP Jadi Tersangka Suap Pengamanan Proyek
1422,Rekam Jejak Anggota DPR Damayanti yang Ditangkap KPK
1423,KPK Incar Politisi Senayan Sejak Tahun Lalu
1424,"Hadiri Rakernas PDIP, Jokowi Tidak Kenakan Atribut Partai"
1425,Presiden Jokowi dan Para Menteri Hadiri Rakernas PDIP
1426,Jokowi Puji Kerja Menteri Soal Serapan Anggaran
1427,Presiden Jokowi dan Rombongan Mendarat di Merauke
1428,Wisma Atlet Asian Games 2018 Batal Dibangun Pemprov DKI
1429,Jokowi Perintahkan Bendungan Rotiklot Selesai dalam 3 Tahun
1430,Pemerintah Tunda Pelaksanaan Tender Dua Bendungan
1431,Pemerintah Tolak Formula Tetap Penaikan Harga Rumah Versi REI
1432,Kementrian PUPR Bantu Kemenpora Demi Asian Games
1433,"Bangun Tol 1.000 Km, Jokowi Siapkan Anggaran Rp313 Triliun"
1434,Penerbitan Izin Membangun Rumah Murah Dipangkas jadi 14 Hari
1435,Pinjaman China untuk 4 Proyek Tol Cair Desember 2015
1436,"Anggaran FLPP Ludes, Pemerintah Tetap Minta Bank Salurkan KPR"
1437,Pemerintah Perketat Pembangunan Rusun untuk Jaga Ruang Publik
1438,Menkeu Sentil Bank Daerah yang Rayu Pemda Agar Rajin Menabung
1439,"Tinggal Sebulan, Dana Kementerian PUPR Mengendap Rp55 Triliun"
1440,"Tahun Ini, Menteri Basuki Garap 7 Proyek Mangkrak"
1441,"Kementerian PU-Pera Baru Serap 44,7 Persen Anggaran"
1442,Tahun Ini Pemerintah Masih Utang Bangun Tiga Bendungan
1443,"Pemerintah Bidik Rp 406,79 Triliun Lewat Tax Amnesty"
1444,"Dana FLPP Habis, Pemerintah Menunggak Rp 2,3 Triliun ke Bank"
1445,"Meski Kereta Cepat Bukan Proyek Negara, 12 Pejabat Dilibatkan"
1446,"Kejar Target Rumah Rakyat, REI Hadapi Kendala Klasik"
1447,"PMN Belum Cair, Perumnas Bersiap Revisi Target Bangun Rumah"
1448,Jokowi Janjikan Bunga Bank Turun di Paket Jilid III
1449,Sengketa Infrastruktur Kini Bisa Diadukan ke Badan Arbitrase
1450,REI Minta Subsidi untuk Rumah Bagi Kelas Menengah
1451,Pemerintah yakin Mampu Capai Target Pembangunan Rumah Murah
1452,"Cadangan Aspal Alam Tinggi, Malah Diekspor dengan Murah"
1453,"Waduk Jatigede, Hasil Kegagalan Dialog Negara dan Rakyatnya"
1454,"Jelang Ditenggelamkan, Warga Jatigede Akan Dirikan Posko"
1455,Jokowi Dijadwalkan Tenggelamkan Waduk Jatigede Besok
1456,KAI Bantah Konflik dengan Pelindo II Soal Proyek Kereta
1457,"Pemerintah akan Lelang Sukuk Proyek Rp 13,7 T  Tahun Depan"
1458,Bos Pelindo II Kritik Jokowi Soal Kereta Trans Kalimantan
1459,Pemerintah Optimistis Mampu Genangi Jatigede 31 Agustus
1460,Wakil Bupati Sumedang: Sulit Rendam Jatigede pada 1 Agustus
1461,Sekda Sumedang Zainal Alimin: Jatigede Sepertinya Bakal Molor
1462,Jatigede: Cerita Panjang Persoalan Pembebasan Lahan
1463,Warga Bertahan di Desa yang Bakal Tenggelam oleh Jatigede
1464,Jokowi Minta Tol Solo-Sragen Beroperasi Sebelum Lebaran 2016
1465,Pemerintah Kebut Penyelesaian Tol Trans Jawa
1466,"Pemerintah Pro Pengusaha, Swasta Boleh Berbisnis Air"
1467,Lapang Golf Kemayoran akan Dirombak Jadi Rusun
1468,Subang Banjir Permintaan Lahan Industri Berkat Tol Cipali
1469,Dana Talangan Korban Disepakati Pemerintah dan Lapindo
1470,Jasa Marga Korting Tarif Tol Sampai 35 Persen Selama Lebaran
1471,8 Rest Area Beroperasi di Tol Cipali Pekan Ini
1472,"Aturan Persulit Pembebasan Lahan, Presiden: Bodoh Sekali Kita"
1473,Menperin Minta BUMN Senjata Produksi Alat Berat
1474,"Persiapan Kurang Baik, Belanja Kemenperin Tak Sesuai Harapan"
1475,"Timses Jokowi-JK, Hironimus Hilapok Jadi Komisaris Adhi Karya"
1476,Menteri Anies Minta Masyarakat Laporkan Lintasan Berbahaya
1477,Menteri Anies: Negara Harus Pastikan Keselamatan Siswa
1478,"Percepat Konversi Gas, Pemerintah Bangun 22 SPBG"
1479,"Menteri PU Minta Tambah Anggaran Rp 47,5 T dalam APBNP 2015"
